"","Y_gene","X_gene","coef"
"1","0","44","0.00467229253689691"
"2","0","163","-0.0409486253666318"
"3","0","203","0.0164453475896157"
"4","0","229","0.0155071534050398"
"5","0","256","0.0722030590332212"
"6","0","275","0.0632998627605617"
"7","0","303","0.0153669898671393"
"8","0","358","0.00149503191047529"
"9","0","655","0.00651047845372352"
"10","0","751","0.0293036031025182"
"11","0","955","0.119418874327227"
"12","0","959","0.013240328121973"
"13","0","1025","0.0115543718228195"
"14","0","1270","0.0177712855557452"
"15","0","1312","0.00239166158603377"
"16","0","1319","0.0139613628033114"
"17","0","1345","0.0361339741391264"
"18","0","1435","0.0183642510523345"
"19","0","1456","0.0680304773467814"
"20","0","1463","0.0191747936274209"
"21","0","1509","0.0742054772594671"
"22","0","1537","0.00485315809794248"
"23","0","1540","0.100837035845222"
"24","0","1552","0.00733382809426264"
"25","0","1600","0.0043023338946018"
"26","0","1613","-0.0615322599935707"
"27","0","1684","0.0739271422647911"
"28","0","1740","0.0925956977652392"
"29","0","1808","0.00479648698059387"
"30","0","1948","0.0003935753519132"
"31","0","1954","0.0213642823436734"
"32","0","1963","-0.0376585825293773"
"33","0","2026","0.00878034181790455"
"34","0","2176","0.0173649594581461"
"35","0","2215","0.0229542565634709"
"36","0","2245","0.0309360400305586"
"37","1","94","-0.00456521790146927"
"38","1","106","0.00719254390312835"
"39","1","118","0.212755842185689"
"40","1","218","0.0140570040109628"
"41","1","291","0.0266141011253427"
"42","1","293","0.13753352962741"
"43","1","336","-0.0106816428331052"
"44","1","423","0.0359943974920005"
"45","1","462","-0.00160346790193636"
"46","1","536","0.0156543294324757"
"47","1","537","0.0764373669554116"
"48","1","637","0.0258851512916626"
"49","1","790","0.125713283282763"
"50","1","870","0.0490261514353213"
"51","1","900","-0.00356467064481622"
"52","1","1125","-0.00449119319951821"
"53","1","1429","0.0119208059128467"
"54","1","1560","0.0370705921426775"
"55","1","1621","0.0315490221331959"
"56","1","1697","0.0282959299177478"
"57","1","1864","0.00598404693336266"
"58","1","1956","0.0585182046349954"
"59","1","1966","0.0740405228260699"
"60","1","2094","-0.0749002155270297"
"61","1","2130","0.00382989827478167"
"62","1","2156","0.0267194605326173"
"63","2","85","0.0106142587462961"
"64","2","295","-0.00363365638321725"
"65","2","343","0.0687155695461016"
"66","2","357","0.0671458745224535"
"67","2","522","0.0488316134541876"
"68","2","636","0.0965341698740109"
"69","2","651","0.0126952186090606"
"70","2","772","0.00290367931333052"
"71","2","853","0.0747520565724406"
"72","2","963","0.0723861761539472"
"73","2","1016","0.0256001565679116"
"74","2","1072","0.00840677410387402"
"75","2","1096","-0.00123580916620838"
"76","2","1174","0.0537101566984845"
"77","2","1202","-0.0318499067528794"
"78","2","1212","0.0379345943120951"
"79","2","1223","0.0826863850179948"
"80","2","1229","0.0275149143824635"
"81","2","1354","0.0375039445584477"
"82","2","1506","0.0148914578399333"
"83","2","1535","0.0538719469540959"
"84","2","1539","-0.0515394421692552"
"85","2","1547","0.00770294313294964"
"86","2","1657","0.0399072871794617"
"87","2","1726","0.000646130424940328"
"88","2","1844","0.0980510898873968"
"89","2","2026","0.046543922871576"
"90","3","36","-0.0196438843120321"
"91","3","102","0.0405200911553383"
"92","3","111","0.163859093004129"
"93","3","202","-0.0189922285762448"
"94","3","519","0.0242243706688834"
"95","3","645","0.0354576426818212"
"96","3","649","0.0669742171198638"
"97","3","810","0.0706964242004704"
"98","3","825","0.0525619895818836"
"99","3","831","0.0353610031136522"
"100","3","884","0.0298402794358133"
"101","3","976","0.0811392068957469"
"102","3","996","-0.0332940949580845"
"103","3","1106","0.0482253150607124"
"104","3","1118","0.00927372543998564"
"105","3","1227","-0.0197206100270645"
"106","3","1594","0.0049244738550801"
"107","3","1636","0.027253042759505"
"108","3","1914","0.0409074086510773"
"109","3","2021","0.114263541027105"
"110","3","2052","0.00838576087443957"
"111","3","2079","0.0037400012421035"
"112","3","2150","0.0572685667022843"
"113","3","2217","0.029163732545389"
"114","3","2234","0.032057095643998"
"115","4","63","0.0337052708273759"
"116","4","174","0.015071678710133"
"117","4","176","0.0537803585778721"
"118","4","217","0.0788890811033377"
"119","4","264","0.0227602633242987"
"120","4","290","0.0188274819215057"
"121","4","517","0.00332136324526552"
"122","4","670","0.0361248913864371"
"123","4","746","0.0170196450627401"
"124","4","791","0.104635859505306"
"125","4","830","0.099757982011058"
"126","4","860","0.00953089286542372"
"127","4","890","0.0158734991879738"
"128","4","899","0.00506920356993595"
"129","4","958","0.0426918869338054"
"130","4","1087","0.0248287773019949"
"131","4","1090","-0.037517775470504"
"132","4","1110","0.0369141624769244"
"133","4","1255","-0.00182084499882154"
"134","4","1316","-0.0338664228864538"
"135","4","1345","0.000156347405040697"
"136","4","1391","0.0306336872604807"
"137","4","1426","0.0598889763624709"
"138","4","1524","0.0562226085534102"
"139","4","1545","0.0501460928992305"
"140","4","1555","0.0355733615286994"
"141","4","1631","0.0311879263058632"
"142","4","1637","0.110713660558052"
"143","4","1639","0.0172310177101762"
"144","4","1648","-0.00778786520064137"
"145","4","1651","0.0106179303098908"
"146","4","1725","0.00313130779843726"
"147","4","1742","0.00853676385546639"
"148","4","1879","0.000218068858434173"
"149","4","1892","0.0014610352321901"
"150","4","1964","0.0136777449520097"
"151","4","2217","0.0041527976224402"
"152","4","2236","0.0010500854533062"
"153","5","312","0.040775683642856"
"154","5","317","-0.0220419865381439"
"155","5","320","0.00242772423154658"
"156","5","389","-0.0146199434423097"
"157","5","423","0.00125545172902841"
"158","5","451","0.0143078170788304"
"159","5","473","0.0596953998357805"
"160","5","499","0.00857797764561072"
"161","5","540","0.0426234177990774"
"162","5","619","-0.0110325790016724"
"163","5","621","0.00782166438257875"
"164","5","622","0.0262943733606104"
"165","5","656","0.0119098195629052"
"166","5","681","0.0135085273800662"
"167","5","743","0.0113467472510255"
"168","5","1006","-0.00395265940899972"
"169","5","1140","0.0452476344683711"
"170","5","1241","-0.00852490824584595"
"171","5","1279","0.0127782152949632"
"172","5","1393","0.115676264334538"
"173","5","1466","0.00483264694274671"
"174","5","1472","0.101908435219525"
"175","5","1559","-0.0194726883006006"
"176","5","1608","0.0500438439577921"
"177","5","1795","0.0350407892540671"
"178","5","1816","0.00364748953701852"
"179","5","1883","0.0267946556741891"
"180","5","1896","0.0200087993139941"
"181","5","1916","0.0151256658439215"
"182","5","1935","0.00874840202918781"
"183","5","1938","-0.0260042283237199"
"184","5","1944","0.0153210564676077"
"185","5","1983","0.0720729215266534"
"186","5","2032","0.231789740311816"
"187","5","2193","0.00748524443311052"
"188","6","67","0.01360979267703"
"189","6","148","-0.035246778289576"
"190","6","156","0.0175847442829691"
"191","6","161","0.0240026630287667"
"192","6","331","0.0182400743763026"
"193","6","420","-0.00456488313326611"
"194","6","538","0.000880602240895173"
"195","6","599","0.069843021037446"
"196","6","623","0.0897664396902549"
"197","6","653","0.00190376153189881"
"198","6","688","0.0253981114111837"
"199","6","701","0.0198821152889699"
"200","6","705","0.188640352898536"
"201","6","801","-0.0363712152768931"
"202","6","838","0.0100960366709915"
"203","6","859","-0.0053224840339183"
"204","6","926","0.0291746405353245"
"205","6","1079","0.0246719595976919"
"206","6","1128","0.0113788726936608"
"207","6","1154","0.0102321878317876"
"208","6","1161","-0.0103115074492481"
"209","6","1213","0.0241406752108949"
"210","6","1268","0.0300955749413128"
"211","6","1377","0.0685992026123797"
"212","6","1390","0.0422181528636831"
"213","6","1408","0.0669520264454148"
"214","6","1449","0.0283959014808476"
"215","6","1481","0.00596566197117485"
